1,100,100,140,-59.09,1
2,100,144.44,140,-58.99,2
3,100,188.89,140,-60.2,2
4,100,233.33,140,-57.57,2
5,100,277.78,140,-59.01,2
6,100,322.22,140,-61.17,2
7,100,366.67,140,-57.48,2
8,100,411.11,140,-59.51,2
9,100,455.56,140,-57.41,2
10,100,500,140,-65.21,2
11,144.44,100,140,-59.26,2
12,144.44,144.44,140,-58.32,2
13,144.44,188.89,140,-56.81,2
14,144.44,233.33,140,-57.42,2
15,144.44,277.78,140,-57.54,2
16,144.44,322.22,140,-57.8,2
17,144.44,366.67,140,-57.19,2
18,144.44,411.11,140,-57.83,2
19,144.44,455.56,140,-57.72,2
20,144.44,500,140,-59.12,2
21,188.89,100,140,-59.87,2
22,188.89,144.44,140,-59.46,2
23,188.89,188.89,140,-57.52,2
24,188.89,233.33,140,-58.92,2
25,188.89,277.78,140,-59.3,2
26,188.89,322.22,140,-57.58,2
27,188.89,366.67,140,-58.01,2
28,188.89,411.11,140,-57.31,2
29,188.89,455.56,140,-56.43,2
30,188.89,500,140,-57,2
31,233.33,100,140,-57.41,2
32,233.33,144.44,140,-58.49,2
33,233.33,188.89,140,-59.61,2
34,233.33,233.33,140,-59.32,2
35,233.33,277.78,140,-57.8,2
36,233.33,322.22,140,-59.18,2
37,233.33,366.67,140,-58.25,2
38,233.33,411.11,140,-57.44,2
39,233.33,455.56,140,-58.47,2
40,233.33,500,140,-59.25,2
41,277.78,100,140,-58.17,2
42,277.78,144.44,140,-60.7,2
43,277.78,188.89,140,-59.77,2
44,277.78,233.33,140,-58.63,2
45,277.78,277.78,140,-59.03,2
46,277.78,322.22,140,-57.68,2
47,277.78,366.67,140,-55.65,2
48,277.78,411.11,140,-59.9,2
49,277.78,455.56,140,-59.37,2
50,277.78,500,140,-59.97,2
51,322.22,100,140,-59.17,2
52,322.22,144.44,140,-58.19,2
53,322.22,188.89,140,-58.44,2
54,322.22,233.33,140,-59.21,2
55,322.22,277.78,140,-56.73,2
56,322.22,322.22,140,-56.4,2
57,322.22,366.67,140,-54.12,2
58,322.22,411.11,140,-59.5,2
59,322.22,455.56,140,-59.36,2
60,322.22,500,140,-61.42,2
61,366.67,100,140,-60.99,2
62,366.67,144.44,140,-57.52,2
63,366.67,188.89,140,-60.09,2
64,366.67,233.33,140,-59.28,2
65,366.67,277.78,140,-59.42,2
66,366.67,322.22,140,-59.25,2
67,366.67,366.67,140,-59.33,2
68,366.67,411.11,140,-58.22,2
69,366.67,455.56,140,-59.09,2
70,366.67,500,140,-59.77,2
71,411.11,100,140,-58.85,2
72,411.11,144.44,140,-58.88,2
73,411.11,188.89,140,-57.2,2
74,411.11,233.33,140,-58.64,2
75,411.11,277.78,140,-57.76,2
76,411.11,322.22,140,-59.16,2
77,411.11,366.67,140,-60.37,2
78,411.11,411.11,140,-55.84,2
79,411.11,455.56,140,-55.16,2
80,411.11,500,140,-60.17,2
81,455.56,100,140,-60.98,2
82,455.56,144.44,140,-56.97,2
83,455.56,188.89,140,-58.23,2
84,455.56,233.33,140,-59.32,2
85,455.56,277.78,140,-57.57,2
86,455.56,322.22,140,-61.15,2
87,455.56,366.67,140,-55.81,2
88,455.56,411.11,140,-59.32,2
89,455.56,455.56,140,-60.42,2
90,455.56,500,140,-61.66,2
91,500,100,140,-65.32,2
92,500,144.44,140,-59.31,2
93,500,188.89,140,-59.38,2
94,500,233.33,140,-61.44,2
95,500,277.78,140,-60.8,2
96,500,322.22,140,-59.83,2
97,500,366.67,140,-59.75,2
98,500,411.11,140,-60.56,2
99,500,455.56,140,-60.58,2
100,500,500,140,-64.35,2
101,100,100,144.44,-58.1,2
102,100,144.44,144.44,-57.84,2
103,100,188.89,144.44,-57.84,2
104,100,233.33,144.44,-57.55,2
105,100,277.78,144.44,-56.23,2
106,100,322.22,144.44,-58.21,2
107,100,366.67,144.44,-56.7,2
108,100,411.11,144.44,-55.32,2
109,100,455.56,144.44,-56.71,2
110,100,500,144.44,-58.66,2
111,144.44,100,144.44,-57.86,2
112,144.44,144.44,144.44,-58.13,2
113,144.44,188.89,144.44,-57.87,2
114,144.44,233.33,144.44,-58.05,2
115,144.44,277.78,144.44,-57.67,2
116,144.44,322.22,144.44,-56.89,2
117,144.44,366.67,144.44,-57.05,2
118,144.44,411.11,144.44,-56.25,2
119,144.44,455.55,144.44,-56.43,2
120,144.44,500,144.44,-56.36,2
121,188.89,100,144.44,-55.8,2
122,188.89,144.44,144.44,-58.09,2
123,188.89,188.89,144.44,-58.18,2
124,188.89,233.33,144.44,-58.63,2
125,188.89,277.78,144.44,-57.43,2
126,188.89,322.22,144.44,-57.26,2
127,188.89,366.67,144.44,-57.53,2
128,188.89,411.11,144.44,-57.17,2
129,188.89,455.56,144.44,-57.29,2
130,188.89,500,144.44,-55.79,2
131,233.33,100,144.44,-56.06,2
132,233.33,144.44,144.44,-58.23,2
133,233.33,188.89,144.44,-58.36,2
134,233.33,233.33,144.44,-58.54,2
135,233.33,277.78,144.44,-57.43,2
136,233.33,322.22,144.44,-57.74,2
137,233.33,366.67,144.44,-57.65,2
138,233.33,411.11,144.44,-57.42,2
139,233.33,455.56,144.44,-57.2,2
140,233.33,500,144.44,-57.77,2
141,277.78,100,144.44,-56.56,2
142,277.78,144.44,144.44,-58.29,2
143,277.78,188.89,144.44,-58.18,2
144,277.78,233.33,144.44,-59,2
145,277.78,277.78,144.44,-58.16,2
146,277.78,322.22,144.44,-58.31,2
147,277.78,366.67,144.44,-57.99,2
148,277.78,411.11,144.44,-57.89,2
149,277.78,455.56,144.44,-58.54,2
150,277.78,500,144.44,-56.89,2
151,322.22,100,144.44,-58.03,2
152,322.22,144.44,144.44,-58.64,2
153,322.22,188.89,144.44,-58.34,2
154,322.22,233.33,144.44,-58.4,2
155,322.22,277.78,144.44,-58.48,2
156,322.22,322.22,144.44,-59.2,2
157,322.22,366.67,144.44,-60.04,2
158,322.22,411.11,144.44,-58.45,2
159,322.22,455.56,144.44,-58.05,2
160,322.22,500,144.44,-56.35,2
161,366.67,100,144.44,-57.19,2
162,366.67,144.44,144.44,-58.06,2
163,366.67,188.89,144.44,-58.02,2
164,366.67,233.33,144.44,-58.04,2
165,366.67,277.78,144.44,-58.72,2
166,366.67,322.22,144.44,-58.55,2
167,366.67,366.67,144.44,-57.86,2
168,366.67,411.11,144.44,-57.77,2
169,366.67,455.56,144.44,-58.15,2
170,366.67,500,144.44,-57.4,2
171,411.11,100,144.44,-59.04,2
172,411.11,144.44,144.44,-57.19,2
173,411.11,188.89,144.44,-58.21,2
174,411.11,233.33,144.44,-57.83,2
175,411.11,277.78,144.44,-58.17,2
176,411.11,322.22,144.44,-58.08,2
177,411.11,366.67,144.44,-57.61,2
178,411.11,411.11,144.44,-58.12,2
179,411.11,455.56,144.44,-58.14,2
180,411.11,500,144.44,-58.45,2
181,455.56,100,144.44,-56.57,2
182,455.56,144.44,144.44,-56.84,2
183,455.56,188.89,144.44,-58.74,2
184,455.56,233.33,144.44,-57.96,2
185,455.56,277.78,144.44,-58.35,2
186,455.56,322.22,144.44,-58.41,2
187,455.56,366.67,144.44,-58.07,2
188,455.56,411.11,144.44,-59.12,2
189,455.56,455.56,144.44,-59.07,2
190,455.56,500,144.44,-56.59,2
191,500,100,144.44,-56.65,2
192,500,144.44,144.44,-58.24,2
193,500,188.89,144.44,-57.38,2
194,500,233.33,144.44,-58.47,2
195,500,277.78,144.44,-58.36,2
196,500,322.22,144.44,-58.21,2
197,500,366.67,144.44,-59.95,2
