0.752054	-0.287521	1.77893	0.623322	0.358603	0.504348	-1.37538	-0.0710822	-2.28328
0.629302	0.337786	-3.17553	0.231464	0.835185	0.188997	-0.860766	-1.17297	2.98653
-0.841996	-1.3468	0.595203	-0.380245	0.199832	0.68489	1.22224	1.14697	-1.28009
-0.138097	1.14043	2.13375	0.500289	-0.206509	1.52412	-0.362192	-0.933919	-3.65788
-0.194851	1.13829	-0.35619	-0.496287	-0.190253	-0.196307	0.691139	-0.948037	0.552496
0.684947	1.07187	0.58454	0.499048	-0.166383	0.89648	-1.18399	-0.905489	-1.48102
-0.888444	0.93958	1.12195	-0.0680518	0.0443941	-0.13689	0.956495	-0.983974	-0.98506
0.00251068	0.390481	-3.33472	-0.127152	0.0921576	-0.415573	0.124642	-0.482638	3.7503
0.95488	-0.81601	-0.576337	0.21375	0.148865	-0.536994	-1.16863	0.667145	1.11333
0.0985206	0.237021	-2.8116	-0.0361264	0.489739	0.307613	-0.0623942	-0.72676	2.50399
0.0256516	0.403517	3.25938	0.431884	-0.563564	0.652929	-0.457536	0.160047	-3.9123
0.83078	-0.470742	1.85371	-0.82804	-0.462711	0.430182	-0.00273963	0.933452	-2.28389
0.395912	-0.547922	-2.8547	-0.400279	-0.173317	-0.894589	0.00436755	0.721239	3.74929
0.671928	-1.04337	0.490697	0.313973	0.160671	0.604588	-0.985901	0.882698	-1.09529
-0.785709	0.0424836	1.96878	-0.595715	-0.271177	-0.717321	1.38142	0.228693	-1.25146
0.658664	0.179764	3.16858	-0.0292422	0.248637	0.223781	-0.629422	-0.428401	-3.39236
0.724213	-0.641377	0.222834	0.123442	0.30944	-0.870503	-0.847655	0.331937	0.647669
0.791504	-0.389247	1.67848	-0.0965274	-0.186658	0.651882	-0.694976	0.575905	-2.33036
0.625456	0.514092	1.69997	0.504488	0.208484	-1.56193	-1.12994	-0.722575	-0.138042
0.144799	0.753795	3.08461	-0.307687	0.250866	-0.315405	0.162888	-1.00466	-2.76921
1.12369	-0.601906	-0.0985146	0.0486969	0.169842	-0.421324	-1.17239	0.432064	0.519839
0.848499	-0.361445	-2.76532	-0.213934	-0.32138	-0.395223	-0.634565	0.682824	3.16054
-0.970657	0.375203	-0.194527	0.259661	0.476325	-1.11251	0.710996	-0.851528	1.30704
0.19617	-1.04647	0.274106	-0.663896	-0.18398	-1.34175	0.467726	1.23045	1.06764
1.08067	-0.0891882	1.06678	-0.141653	-0.149037	0.638587	-0.939014	0.238226	-1.70537
-0.368885	0.631883	2.1417	-0.0305378	-0.358638	0.858791	0.399423	-0.273245	-3.00049
0.916712	-0.808536	1.03191	-0.147807	-0.485639	-0.0795869	-0.768905	1.29418	-0.95232
-0.497226	1.40625	-1.89575	-0.0627394	-0.0230693	-2.47811	0.559965	-1.38318	4.37386
0.323742	0.269374	3.70189	-0.400538	-0.444421	0.187288	0.0767958	0.175047	-3.88917
-0.0535481	1.02137	2.02435	0.111861	0.38013	-1.37662	-0.0583134	-1.4015	-0.647734
0.748133	0.712421	1.82176	-0.299175	0.135848	1.2644	-0.448958	-0.848269	-3.08617
1.2909	-0.117714	1.40674	0.240447	0.128687	-2.30011	-1.53134	-0.0109728	0.893374
-0.265443	0.897503	2.26574	-0.495291	0.0383346	-1.15142	0.760733	-0.935838	-1.11432
-0.834999	1.01579	-1.03638	-0.284046	-0.473726	-0.614902	1.11904	-0.54206	1.65129
-1.16032	0.675003	1.41721	-0.723724	-0.238123	-0.333248	1.88404	-0.43688	-1.08397
1.52622	-0.0605896	1.40865	-0.0192172	-0.168795	-0.84446	-1.507	0.229385	-0.564187
0.910973	0.133297	-2.2012	0.541009	-0.0895154	-0.84164	-1.45198	-0.0437821	3.04284
0.81038	-0.804353	-1.03403	-0.213627	0.122024	-1.771	-0.596753	0.682329	2.80503
0.157684	-0.219908	-2.99955	-0.422664	-0.304069	-0.206951	0.26498	0.523977	3.2065
-0.372033	-0.877819	2.20815	0.289429	-0.17214	-1.06325	0.0826042	1.04996	-1.1449
-0.0414118	0.627878	-1.27168	0.342623	-0.267435	0.971003	-0.301211	-0.360443	0.300675
0.720548	0.511353	3.84746	-0.0736248	0.0673825	0.716897	-0.646923	-0.578735	-4.56436
1.00629	0.56376	-2.72675	-0.144866	-0.266143	-0.857863	-0.861419	-0.297617	3.58462
-0.743682	0.286141	0.948835	-0.213377	-0.358625	-0.92814	0.957059	0.0724836	-0.0206946
0.25442	0.72784	-2.26412	-0.552184	0.364139	0.642614	0.297764	-1.09198	1.62151
-0.790747	0.552762	2.01483	-0.558072	-0.308725	-0.0232601	1.34882	-0.244037	-1.99157
0.845048	-0.469048	-2.5299	-0.703264	-0.147353	-1.5546	-0.141785	0.616401	4.08449
-0.79873	-0.834367	-1.24639	-0.397802	0.0292477	0.577576	1.19653	0.805119	0.668809
-0.110538	-0.282416	-3.49789	0.511773	0.65572	-0.29929	-0.401236	-0.373303	3.79718
-0.408732	0.853129	-0.605131	-0.741691	-0.611291	0.280966	1.15042	-0.241838	0.324165
0.63667	0.600344	-3.15142	0.659683	0.174057	0.239264	-1.29635	-0.774401	2.91215
-0.6489	0.113627	2.82846	0.696639	0.243138	0.243224	-0.0477396	-0.356765	-3.07169
0.634121	-1.01866	-0.143321	-0.140527	-0.0824119	-0.91991	-0.493594	1.10107	1.06323
-0.50381	0.225033	1.72052	0.694067	0.106749	-0.257855	-0.190257	-0.331782	-1.46266
0.792392	0.935369	-1.26585	-0.264372	0.335821	-0.917102	-0.52802	-1.27119	2.18295
1.50404	0.727194	-1.98121	-0.127426	0.096971	0.0829542	-1.37661	-0.824165	1.89825
0.366642	1.08378	-1.54147	0.148693	0.355216	-0.574857	-0.515335	-1.439	2.11633
1.1095	-0.457575	1.30868	-0.296903	-0.271169	0.0939281	-0.812602	0.728743	-1.40261
-0.0686457	0.00288431	1.53819	0.792122	0.43331	0.0500298	-0.723476	-0.436194	-1.58822
0.269542	0.0955976	3.81984	-0.00829331	0.40129	0.494031	-0.261249	-0.496888	-4.31387
-0.280128	0.292878	-1.43795	0.0942049	0.836799	0.452443	0.185923	-1.12968	0.985512
0.648324	-0.53625	2.11628	0.0802807	0.136558	0.44004	-0.728605	0.399692	-2.55632
-0.633645	-0.635935	-1.16284	-0.32451	0.115709	1.30944	0.958155	0.520226	-0.146597
0.325818	0.742218	-2.65071	0.126614	-0.534388	0.971699	-0.452431	-0.20783	1.67902
0.762275	0.129835	-0.735735	0.154716	-0.114505	1.58325	-0.91699	-0.0153297	-0.84751
-0.930756	0.149785	2.62212	0.13857	0.237771	0.217545	0.792186	-0.387556	-2.83967
1.04119	0.072914	1.33894	-0.140406	0.517582	0.367499	-0.900789	-0.590496	-1.70644
-0.973106	0.762415	0.500445	-0.282325	-0.00727629	1.55945	1.25543	-0.755138	-2.0599
1.38624	-0.181641	2.50566	-0.226712	-0.288349	0.743301	-1.15953	0.469991	-3.24896
-1.17906	-0.190195	0.838027	-0.119005	0.280006	0.730928	1.29807	-0.0898109	-1.56895
