  -4.7363263e-22	   3.5920258e-24	   0.0000000e+00	  -1.3473245e-23	  -1.6795133e-22	   0.0000000e+00	   4.6084545e-22	   1.6208523e-22	   0.0000000e+00	
  -5.1676020e-22	  -1.2089433e-23	   0.0000000e+00	  -4.3616145e-23	  -1.3277264e-22	   0.0000000e+00	   4.3471399e-22	   1.3398006e-22	   0.0000000e+00	
  -5.0603782e-22	  -8.5974637e-24	   0.0000000e+00	  -3.7056761e-23	  -1.4021738e-22	   0.0000000e+00	   4.4109405e-22	   1.3998188e-22	   0.0000000e+00	
  -5.4891882e-22	  -2.1171813e-23	   0.0000000e+00	  -6.0465518e-23	  -1.1468836e-22	   0.0000000e+00	   4.1679231e-22	   1.1918224e-22	   0.0000000e+00	
  -5.1990944e-22	  -1.3067702e-23	   0.0000000e+00	  -4.5444001e-23	  -1.3073269e-22	   0.0000000e+00	   4.3287282e-22	   1.3232794e-22	   0.0000000e+00	
  -5.2420033e-22	  -1.4367443e-23	   0.0000000e+00	  -4.7866917e-23	  -1.2805484e-22	   0.0000000e+00	   4.3039142e-22	   1.3015355e-22	   0.0000000e+00	
  -5.2447920e-22	  -1.4450615e-23	   0.0000000e+00	  -4.8021759e-23	  -1.2788477e-22	   0.0000000e+00	   4.3023128e-22	   1.3001522e-22	   0.0000000e+00	
  -5.1704669e-22	  -1.2179294e-23	   0.0000000e+00	  -4.3784208e-23	  -1.3258439e-22	   0.0000000e+00	   4.3454582e-22	   1.3382775e-22	   0.0000000e+00	
  -4.7848744e-22	   1.6030900e-24	   0.0000000e+00	  -1.7421168e-23	  -1.6326057e-22	   0.0000000e+00	   4.5790193e-22	   1.5836620e-22	   0.0000000e+00	
  -5.4558840e-22	  -2.0317875e-23	   0.0000000e+00	  -5.8891572e-23	  -1.1630201e-22	   0.0000000e+00	   4.1855095e-22	   1.2051895e-22	   0.0000000e+00	
  -5.2396885e-22	  -1.4298282e-23	   0.0000000e+00	  -4.7738142e-23	  -1.2819638e-22	   0.0000000e+00	   4.3052445e-22	   1.3026865e-22	   0.0000000e+00	
  -5.0556002e-22	  -8.4358828e-24	   0.0000000e+00	  -3.6751745e-23	  -1.4056780e-22	   0.0000000e+00	   4.4138183e-22	   1.4026343e-22	   0.0000000e+00	
  -5.1525565e-22	  -1.1614632e-23	   0.0000000e+00	  -4.2727593e-23	  -1.3377011e-22	   0.0000000e+00	   4.3559924e-22	   1.3478662e-22	   0.0000000e+00	
  -5.3982440e-22	  -1.8795954e-23	   0.0000000e+00	  -5.6081461e-23	  -1.1922499e-22	   0.0000000e+00	   4.2165028e-22	   1.2293089e-22	   0.0000000e+00	
  -5.2105388e-22	  -1.3418061e-23	   0.0000000e+00	  -4.6097729e-23	  -1.3000716e-22	   0.0000000e+00	   4.3220785e-22	   1.3173947e-22	   0.0000000e+00	
  -5.2139388e-22	  -1.3521627e-23	   0.0000000e+00	  -4.6290884e-23	  -1.2979321e-22	   0.0000000e+00	   4.3201073e-22	   1.3156584e-22	   0.0000000e+00	
  -5.1348624e-22	  -1.1050006e-23	   0.0000000e+00	  -4.1669674e-23	  -1.3496247e-22	   0.0000000e+00	   4.3664480e-22	   1.3574974e-22	   0.0000000e+00	
